name,degrees,nationality,age,cleaned_name,Mission.Role,degree level,major,major category
Michael Gernhardt,"Doctorate in Bioengineering (University of Pennsylvania, 1991)",U.S.,69.0,Michael Gernhardt,msp,doctor,,
Michael Gernhardt,"Bachelor of Science in Physics (Vanderbilt University, 1978)",U.S.,69.0,Michael Gernhardt,msp,bachelor,Science in Physics,natural science
Michael Gernhardt,"Master of Science in Bioengineering (University of Pennsylvania, 1983)",U.S.,69.0,Michael Gernhardt,msp,bachelor,Science in Bioengineering,engineering
Michael Gernhardt,"Doctorate in Bioengineering (University of Pennsylvania, 1991)",U.S.,69.0,Michael Gernhardt,msp,doctor,,
Michael Gernhardt,"Bachelor of Science in Physics (Vanderbilt University, 1978)",U.S.,69.0,Michael Gernhardt,msp,bachelor,Science in Physics,natural science
Michael Gernhardt,"Master of Science in Bioengineering (University of Pennsylvania, 1983)",U.S.,69.0,Michael Gernhardt,msp,bachelor,Science in Bioengineering,engineering
Michael Gernhardt,"Doctorate in Bioengineering (University of Pennsylvania, 1991)",U.S.,69.0,Michael Gernhardt,msp,doctor,,
Michael Anderson,"Bachelor of Science in Physics and Astronomy (University of Washington, 1981)",United States,,Michael Anderson,msp,bachelor,Science in Physics and Astronomy,natural science
Michael Anderson,"Master of Science in Physics (Creighton University, 1990)",United States,,Michael Anderson,msp,bachelor,Science in Physics,natural science
Michael Anderson,"Bachelor of Science in Physics and Astronomy (University of Washington, 1981)",United States,,Michael Anderson,msp,bachelor,Science in Physics and Astronomy,natural science
Michael Anderson,"Master of Science in Physics (Creighton University, 1990)",United States,,Michael Anderson,msp,bachelor,Science in Physics,natural science
Michael Clifford,"Bachelor of Science (United States Military Academy, 1974)",United States,,Michael Clifford,msp,bachelor,Science,natural science
Michael Clifford,"Master of Science in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,,Michael Clifford,msp,bachelor,Science in Aerospace Engineering,engineering
Michael Clifford,"Bachelor of Science (United States Military Academy, 1974)",United States,,Michael Clifford,msp,bachelor,Science,natural science
Michael Clifford,"Master of Science in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,,Michael Clifford,msp,bachelor,Science in Aerospace Engineering,engineering
Michael Clifford,"Bachelor of Science (United States Military Academy, 1974)",United States,,Michael Clifford,msp,bachelor,Science,natural science
Michael Clifford,"Master of Science in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,,Michael Clifford,msp,bachelor,Science in Aerospace Engineering,engineering
Michael Good,"Aerospace Engineering (University of Notre Dame, 1984)",U.S.,62.0,Michael Good,msp,bachelor,Aerospace Engineering,engineering
Michael Good,"Aerospace Engineering (University of Notre Dame, 1986)",U.S.,62.0,Michael Good,msp,bachelor,Aerospace Engineering,engineering
Michael Good,"Aerospace Engineering (University of Notre Dame, 1984)",U.S.,62.0,Michael Good,msp,bachelor,Aerospace Engineering,engineering
Michael Good,"Aerospace Engineering (University of Notre Dame, 1986)",U.S.,62.0,Michael Good,msp,bachelor,Aerospace Engineering,engineering
Michel Tognini,,French,75.0,Michel Tognini,msp,,,
Michel Tognini,,French,75.0,Michel Tognini,msp,,,
Mikhail Tyurin,"Engineering (Moscow Aviation Institute, 1984)",Russia,65.0,Mikhail Tyurin,flight engineer,,,
Mikhail Tyurin,"Engineering (Moscow Aviation Institute, 1984)",Russia,65.0,Mikhail Tyurin,flight engineer,,,
Mikhail Tyurin,"Engineering (Moscow Aviation Institute, 1984)",Russia,65.0,Mikhail Tyurin,commander,,,
Musa Manarov,"Engineering qualification (Moscow Aviation Institute, 1974)",Russia,74.0,Musa Manarov,flight engineer,,,
Musa Manarov,"Engineering qualification (Moscow Aviation Institute, 1974)",Russia,74.0,Musa Manarov,flight engineer,,,
Naoko Yamazaki,"Bachelor of Science in Aerospace Engineering (University of Tokyo, 1993)",Japanese,54.0,Naoko Yamazaki,msp,bachelor,Science in Aerospace Engineering,engineering
Naoko Yamazaki,"Master of Science in Aerospace Engineering (University of Tokyo, 1996)",Japanese,54.0,Naoko Yamazaki,msp,bachelor,Science in Aerospace Engineering,engineering
Nicole Stott,"B.S. degree in aeronautical engineering (Embry-Riddle Aeronautical University, 1987)",American,62.0,Nicole Stott,flight engineer,bachelor,,
Nicole Stott,"M.S. degree in Engineering Management (University of Central Florida, 1992)",American,62.0,Nicole Stott,flight engineer,bachelor,Management,social science
Nicole Stott,"B.S. degree in aeronautical engineering (Embry-Riddle Aeronautical University, 1987)",American,62.0,Nicole Stott,msp,bachelor,,
Nicole Stott,"M.S. degree in Engineering Management (University of Central Florida, 1992)",American,62.0,Nicole Stott,msp,bachelor,Management,social science
Nie Haisheng,,Chinese,60.0,Nie Haisheng,flight engineer,,,
Nie Haisheng,,Chinese,60.0,Nie Haisheng,commander,,,
Nikolai Budarin,"Mechanical engineering diploma (Ordzhonikidze Moscow Aviation Institute, 1979)",Russia,72.0,Nikolai Budarin,flight engineer,,Mechanical Engineering,engineering
Nikolai Budarin,"Mechanical engineering diploma (Ordzhonikidze Moscow Aviation Institute, 1979)",Russia,72.0,Nikolai Budarin,flight engineer,,Mechanical Engineering,engineering
Nikolai Budarin,"Mechanical engineering diploma (Ordzhonikidze Moscow Aviation Institute, 1979)",Russia,72.0,Nikolai Budarin,flight engineer,,Mechanical Engineering,engineering
Nikolai Rukavishnikov,,Soviet,,Nikolai Rukavishnikov,flight engineer,,,
Nikolai Rukavishnikov,,Soviet,,Nikolai Rukavishnikov,flight engineer,,,
Nikolai Rukavishnikov,,Soviet,,Nikolai Rukavishnikov,commander,,,
Norishige Kanai,"M.D. (National Defense Medical College, 2002)",Japanese,48.0,Norishige Kanai,flight engineer,bachelor,,
Norman Thagard,Bachelors and Masters Degrees in Engineering Science (Florida State University),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,"Doctor of Medicine (University of Texas Southwestern Medical School, 1977)",United States,82.0,Norman Thagard,msp,doctor,Medicine,natural science
Norman Thagard,MBA (University of Florida),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,Bachelors and Masters Degrees in Engineering Science (Florida State University),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,"Doctor of Medicine (University of Texas Southwestern Medical School, 1977)",United States,82.0,Norman Thagard,msp,doctor,Medicine,natural science
Norman Thagard,MBA (University of Florida),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,Bachelors and Masters Degrees in Engineering Science (Florida State University),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,"Doctor of Medicine (University of Texas Southwestern Medical School, 1977)",United States,82.0,Norman Thagard,msp,doctor,Medicine,natural science
Norman Thagard,MBA (University of Florida),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,Bachelors and Masters Degrees in Engineering Science (Florida State University),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,"Doctor of Medicine (University of Texas Southwestern Medical School, 1977)",United States,82.0,Norman Thagard,msp,doctor,Medicine,natural science
Norman Thagard,MBA (University of Florida),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,Bachelors and Masters Degrees in Engineering Science (Florida State University),United States,82.0,Norman Thagard,msp,master,,
Norman Thagard,"Doctor of Medicine (University of Texas Southwestern Medical School, 1977)",United States,82.0,Norman Thagard,msp,doctor,Medicine,natural science
Norman Thagard,MBA (University of Florida),United States,82.0,Norman Thagard,msp,master,,
Oleg Artemyev,"Low Temperature Technology and Physics (Bauman Moscow State Technical University, 1998)",Russia,54.0,Oleg Artemyev,flight engineer,bachelor,Physics,natural science
Oleg Artemyev,"Personnel Management (Russian Academy of State Service, 2009)",Russia,54.0,Oleg Artemyev,flight engineer,bachelor,Management,social science
Oleg Artemyev,"Low Temperature Technology and Physics (Bauman Moscow State Technical University, 1998)",Russia,54.0,Oleg Artemyev,commander,bachelor,Physics,natural science
Oleg Artemyev,"Personnel Management (Russian Academy of State Service, 2009)",Russia,54.0,Oleg Artemyev,commander,bachelor,Management,social science
Oleg Atkov,Doctorate in Cardiology (Russian Academy of Medical Science),Soviet / Russian,76.0,Oleg Atkov,msp,doctor,Medical Science,natural science
Oleg Kononenko,"Mechanical Engineer (N. E. Zhukovskiy Kharkiv Aviation Institute, 1988)",Russian,61.0,Oleg Kononenko,flight engineer,,,
Oleg Kononenko,"Mechanical Engineer (N. E. Zhukovskiy Kharkiv Aviation Institute, 1988)",Russian,61.0,Oleg Kononenko,commander,,,
Oleg Kononenko,"Mechanical Engineer (N. E. Zhukovskiy Kharkiv Aviation Institute, 1988)",Russian,61.0,Oleg Kononenko,commander,,,
Oleg Kononenko,"Mechanical Engineer (N. E. Zhukovskiy Kharkiv Aviation Institute, 1988)",Russian,61.0,Oleg Kononenko,commander,,,
Oleg Kotov,,Russian,59.0,Oleg Kotov,commander,,,
Oleg Kotov,,Russian,59.0,Oleg Kotov,commander,,,
Oleg Kotov,,Russian,59.0,Oleg Kotov,commander,,,
Oleg Novitski,,,,Oleg Novitski,commander,,,
Oleg Novitski,,,,Oleg Novitski,commander,,,
Oleg Skripochka,"Mechanical engineer in rocket construction (Bauman Moscow State Technical University, 1993)",Russian,55.0,Oleg Skripochka,flight engineer,bachelor,,
Oleg Skripochka,"Mechanical engineer in rocket construction (Bauman Moscow State Technical University, 1993)",Russian,55.0,Oleg Skripochka,flight engineer,bachelor,,
Oleg Skripochka,"Mechanical engineer in rocket construction (Bauman Moscow State Technical University, 1993)",Russian,55.0,Oleg Skripochka,commander,bachelor,,
Paolo Nespoli,"Bachelor's degree in Aerospace engineering (Polytechnic University, New York, 1988)",Italian,68.0,Paolo Nespoli,msp,bachelor,Aerospace Engineering,engineering
Paolo Nespoli,"Master's degree in Aeronautics and Astronautics (Polytechnic University, New York, 1989)",Italian,68.0,Paolo Nespoli,msp,master,,
Paolo Nespoli,"Bachelor's degree in Aerospace engineering (Polytechnic University, New York, 1988)",Italian,68.0,Paolo Nespoli,flight engineer,bachelor,Aerospace Engineering,engineering
Paolo Nespoli,"Master's degree in Aeronautics and Astronautics (Polytechnic University, New York, 1989)",Italian,68.0,Paolo Nespoli,flight engineer,master,,
Paolo Nespoli,"Bachelor's degree in Aerospace engineering (Polytechnic University, New York, 1988)",Italian,68.0,Paolo Nespoli,flight engineer,bachelor,Aerospace Engineering,engineering
Paolo Nespoli,"Master's degree in Aeronautics and Astronautics (Polytechnic University, New York, 1989)",Italian,68.0,Paolo Nespoli,flight engineer,master,,
Patrick Baudry,,France,79.0,Patrick Baudry,psp,,,
Patrick Forrester,"Bachelor of Science in Applied Sciences and Engineering (United States Military Academy, 1979)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Applied Sciences and Engineering,engineering
Patrick Forrester,"Master of Science in Mechanical and Aerospace Engineering (University of Virginia, 1989)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Mechanical and Aerospace Engineering,engineering
Patrick Forrester,"Bachelor of Science in Applied Sciences and Engineering (United States Military Academy, 1979)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Applied Sciences and Engineering,engineering
Patrick Forrester,"Master of Science in Mechanical and Aerospace Engineering (University of Virginia, 1989)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Mechanical and Aerospace Engineering,engineering
Patrick Forrester,"Bachelor of Science in Applied Sciences and Engineering (United States Military Academy, 1979)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Applied Sciences and Engineering,engineering
Patrick Forrester,"Master of Science in Mechanical and Aerospace Engineering (University of Virginia, 1989)",United States,68.0,Patrick Forrester,msp,bachelor,Science in Mechanical and Aerospace Engineering,engineering
Paul Weitz,"BS in Aeronautical Engineering (Pennsylvania State University, 1954)",American,,Paul Weitz,pilot,bachelor,Aeronautical Engineering,engineering
Paul Weitz,"MS in Aeronautical Engineering (Naval Postgraduate School, 1964)",American,,Paul Weitz,pilot,master,Aeronautical Engineering,engineering
Paul Weitz,"BS in Aeronautical Engineering (Pennsylvania State University, 1954)",American,,Paul Weitz,commander,bachelor,Aeronautical Engineering,engineering
Paul Weitz,"MS in Aeronautical Engineering (Naval Postgraduate School, 1964)",American,,Paul Weitz,commander,master,Aeronautical Engineering,engineering
Paul Richards,"Bachelor of Science in Mechanical Engineering (Drexel University, 1987)",American,61.0,Paul Richards,msp,bachelor,Science in Mechanical Engineering,engineering
Paul Richards,"Master of Science in Mechanical Engineering (University of Maryland, College Park, 1991)",American,61.0,Paul Richards,msp,bachelor,Science in Mechanical Engineering,engineering
Pavel Belyayev,,Soviet Union,,Pavel Belyayev,commander,,,
Pavel Popovich,"Construction Engineer (Technical School in Magnitogorsk, 1951)",Ukraine,,Pavel Popovich,pilot,,,
Pavel Popovich,Pilot's degree,Ukraine,,Pavel Popovich,pilot,,,
Pavel Popovich,"Construction Engineer (Technical School in Magnitogorsk, 1951)",Ukraine,,Pavel Popovich,commander,,,
Pavel Popovich,Pilot's degree,Ukraine,,Pavel Popovich,commander,,,
Pavel Vinogradov,,Russian,72.0,Pavel Vinogradov,flight engineer,,,
Pavel Vinogradov,,Russian,72.0,Pavel Vinogradov,commander,,,
