Profile.Astronaut Numbers.Overall,Profile.Astronaut Numbers.Nationwide,Profile.Name,Profile.Gender,Profile.Birth Year,Profile.Nationality,Profile.Military,Profile.Selection.Group,Profile.Selection.Year,Profile.Lifetime Statistics.Mission count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Mission.Vechicles.Orbit,Mission.Vechicles.Decent,Mission.Durations.Mission duration,Profile.Lifetime Statistics.Mission duration,Mission.Durations.EVA duration,Profile.Lifetime Statistics.EVA duration,cleaned_name,international_country,international_gender,international_flights,international_total_flights,international_flight_time,wiki_degrees,wiki_education,wiki_occupations,wiki_time_in_space,wiki_interests,wiki_nationality,wiki_age
292,184,"Precourt, Charles J., Jr.",male,1955,U.S.,True,NASA-13,1990,4,pilot,1995,STS-71,STS-71,STS-71,STS-71,235.0,932.0,0.0,0.0,Precourt Charles J. Jr.,,,,,,,"6 degrees
- Period: 88; 5 degrees per axis; During the SAREX portion of the flight, the crew contacted several schools; - During the SAREX portion of the flight, the crew contacted several schools; 6 degrees
            




              Period
             


             88",Flight Engineer; Commander; Physicist; General; Physician,100 days in space,,German,1950
292,184,"Precourt, Charles J., Jr.",male,1955,U.S.,True,NASA-13,1990,4,commander,1997,STS-84,STS-84,STS-84,STS-84,221.0,932.0,0.0,0.0,Precourt Charles J. Jr.,,,,,,,"6 degrees
- Period: 88; 5 degrees per axis; During the SAREX portion of the flight, the crew contacted several schools; - During the SAREX portion of the flight, the crew contacted several schools; 6 degrees
            




              Period
             


             88",Flight Engineer; Commander; Physicist; General; Physician,100 days in space,,German,1950
292,184,"Precourt, Charles J., Jr.",male,1955,U.S.,True,NASA-13,1990,4,commander,1998,STS-91,STS-91,STS-91,STS-91,235.0,932.0,0.0,0.0,Precourt Charles J. Jr.,,,,,,,"6 degrees
- Period: 88; 5 degrees per axis; During the SAREX portion of the flight, the crew contacted several schools; - During the SAREX portion of the flight, the crew contacted several schools; 6 degrees
            




              Period
             


             88",Flight Engineer; Commander; Physicist; General; Physician,100 days in space,,German,1950
293,185,"Harris, Bernard A., Jr.",male,1956,U.S.,True,NASA Astronaut Group 13,1990,2,MSP,1993,STS-55,STS-55,STS-55,STS-55,239.0,437.0,4.65,4.65,Harris Bernard A. Jr.,,,,,,B.S. Degree In Biology From Univer; B.S.; Master'S Degree In Biomedical Science From The Universit; Doctorates From The Following Institutions:; Master'S Degree,"[5]
He also trained as aflight surgeonat the Aerospace School of Medicine atBrooks Air Force Basein San Antonio in 1988; Washington & Jefferson College; - In 2010, he was part of the Dream Tour where he travelled to over 30 schools around the country; ^
                






                 ""Honorary Degrees | Special Collections and University Archives""; - ^""Honorary Doctoral Degree Recipients: University of Houston""(PDF)",Commander; Scientist; Surgeon; General; Physician,None,"ed in being an astronaut after watching the
           
            apollo 11; ed in being an astronaut after watching the apollo 11 mission on tv in 1969 at 13 years old; ed in being an astronaut after watching the apollo 11 mission on tv in 1969 at 13 years old",American,1956
293,185,"Harris, Bernard A., Jr.",male,1956,U.S.,True,NASA Astronaut Group 14,1990,2,MSP,1995,STS-63,STS-63,STS-63,STS-63,198.0,437.0,0.0,4.65,Harris Bernard A. Jr.,,,,,,B.S. Degree In Biology From Univer; B.S.; Master'S Degree In Biomedical Science From The Universit; Doctorates From The Following Institutions:; Master'S Degree,"[5]
He also trained as aflight surgeonat the Aerospace School of Medicine atBrooks Air Force Basein San Antonio in 1988; Washington & Jefferson College; - In 2010, he was part of the Dream Tour where he travelled to over 30 schools around the country; ^
                






                 ""Honorary Degrees | Special Collections and University Archives""; - ^""Honorary Doctoral Degree Recipients: University of Houston""(PDF)",Commander; Scientist; Surgeon; General; Physician,None,"ed in being an astronaut after watching the
           
            apollo 11; ed in being an astronaut after watching the apollo 11 mission on tv in 1969 at 13 years old; ed in being an astronaut after watching the apollo 11 mission on tv in 1969 at 13 years old",American,1956
294,5,"Walter, Ulrich",male,1954,Germany,True,DLR-2/EAC,1987,1,PSP,1993,STS-55,STS-55,STS-55,STS-55,239.67,239.67,0.0,0.0,Ulrich Walter,Germany,Man,STS-55 (1993),1,009:23:40,"Doctorate 2012); Doctorate, Both In The Field Ofsolid-State Physics; Doctorate, Both In The Field Of Solid-State Physics; Doctorate, Both In The Field Of; Doctorate","In 1980, he was awarded a diploma degree, and five years later a doctorate, both in the field of solid-state physics; After finishing secondary school there and two years in the Bundeswehr , he studied physics at the University of Cologne; After two post-doc positions at theArgonne National Laboratory,Chicago, Illinois, and theUniversity of California at Berkeley, California, he was selected in 1987 to join theGerman astronaut team; Education
           


             [
            


              edit
             


             ]
            



           Walter was born in
           
            Iserlohn; - Education
  - Walter was born in Iserlohn",General; Professor; Physicist; Astronaut,None,,German,1954
295,6,"Schlegel, Hans",male,1951,Germany,True,DLR-2/EAC,1987,2,PSP,1993,STS-55,STS-55,STS-55,STS-55,240.0,546.0,0.0,6.75,Hans Schlegel,Germany,Man,"STS-55 (1993), STS-122 (2008)",2,022:18:02,,"After having received his university degree, he conducted research in semiconductor physics before being trained as an astronaut in the late 1980s by theGerman Aerospace Center(DLR); After having received his university degree, he conducted research in semiconductor physics before being trained as an astronaut in the late 1980s by the German Aerospace Center (DLR)",General; Physicist; Astronaut; Mission Specialist,None,,German,1951
295,6,"Schlegel, Hans",male,1951,Germany,True,DLR-2/EAC,1987,2,MSP,2008,STS-122,STS-122,STS-122,STS-122,306.0,546.0,6.75,6.75,Hans Schlegel,Germany,Man,"STS-55 (1993), STS-122 (2008)",2,022:18:02,,"After having received his university degree, he conducted research in semiconductor physics before being trained as an astronaut in the late 1980s by theGerman Aerospace Center(DLR); After having received his university degree, he conducted research in semiconductor physics before being trained as an astronaut in the late 1980s by the German Aerospace Center (DLR)",General; Physicist; Astronaut; Mission Specialist,None,,German,1951
296,186,"Currie, Nancy J.",female,1958,U.S.,True,NASA- 13,1990,4,MSP,1993,STS-57,STS-57,STS-57,STS-57,240.0,999.0,0.0,0.0,Nancy J. Currie,United States,Woman,"STS-57 (1993), STS-70 (1995), STS-88 (1998), STS-109 (2002)",4,041:15:33,"Phd; Master Army Aviator She Has Logged Over 3,900 Flying Hou; Phd ); Bachelor Of Arts; Master Army Aviator","She is anassociate fellowof theAmerican Institute of Aeronautics and Astronautics; Army Aviation School; [6]She is currently a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University; She is an
           
            associate fellow
           
           of the
           
            American Institute of Aeronautics and Astronautics; She currently holds an appointment as a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University",Flight Engineer; Professor; Colonel; General; Astronaut,000 hours in space,,American,1958
296,186,"Currie, Nancy J.",female,1958,U.S.,True,NASA- 13,1990,4,MSP,1995,STS-70,STS-70,STS-70,STS-70,214.0,999.0,0.0,0.0,Nancy J. Currie,United States,Woman,"STS-57 (1993), STS-70 (1995), STS-88 (1998), STS-109 (2002)",4,041:15:33,"Phd; Master Army Aviator She Has Logged Over 3,900 Flying Hou; Phd ); Bachelor Of Arts; Master Army Aviator","She is anassociate fellowof theAmerican Institute of Aeronautics and Astronautics; Army Aviation School; [6]She is currently a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University; She is an
           
            associate fellow
           
           of the
           
            American Institute of Aeronautics and Astronautics; She currently holds an appointment as a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University",Flight Engineer; Professor; Colonel; General; Astronaut,000 hours in space,,American,1958
296,186,"Currie, Nancy J.",female,1958,U.S.,True,NASA- 13,1990,4,MSP,1998,STS-88,STS-88,STS-88,STS-88,283.0,999.0,0.0,0.0,Nancy J. Currie,United States,Woman,"STS-57 (1993), STS-70 (1995), STS-88 (1998), STS-109 (2002)",4,041:15:33,"Phd; Master Army Aviator She Has Logged Over 3,900 Flying Hou; Phd ); Bachelor Of Arts; Master Army Aviator","She is anassociate fellowof theAmerican Institute of Aeronautics and Astronautics; Army Aviation School; [6]She is currently a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University; She is an
           
            associate fellow
           
           of the
           
            American Institute of Aeronautics and Astronautics; She currently holds an appointment as a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University",Flight Engineer; Professor; Colonel; General; Astronaut,000 hours in space,,American,1958
296,186,"Currie, Nancy J.",female,1958,U.S.,True,NASA- 13,1990,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262.0,999.0,0.0,0.0,Nancy J. Currie,United States,Woman,"STS-57 (1993), STS-70 (1995), STS-88 (1998), STS-109 (2002)",4,041:15:33,"Phd; Master Army Aviator She Has Logged Over 3,900 Flying Hou; Phd ); Bachelor Of Arts; Master Army Aviator","She is anassociate fellowof theAmerican Institute of Aeronautics and Astronautics; Army Aviation School; [6]She is currently a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University; She is an
           
            associate fellow
           
           of the
           
            American Institute of Aeronautics and Astronautics; She currently holds an appointment as a professor of practice in the Department of Industrial & Systems Engineering atTexas A&M University",Flight Engineer; Professor; Colonel; General; Astronaut,000 hours in space,,American,1958
297,187,"Wisoff, Peter J. K.",male,1958,U.S.,True,1990 NASA group,1990,4,MSP,1993,STS-57,STS-57,STS-57,STS-57,239.0,1064.15,5.83,19.88,Peter J. K. Wisoff,United States,Man,"STS-57 (1993), STS-68 (1994), STS-81 (1997), STS-92 (2000)",4,044:08:10,Bachelor Of Science Degree In Physics (With Highest Distin; Phd; Master Of Science Degree And A Doctorate In Applied Phys; Phd ); Doctorate In Applied Physics Fromstanford Universityin 1982,"Wisoff later joined the faculty of the Electrical and Computer Engineering Department atRice University; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at
           
            Rice University; - Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; [1]
Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at Rice University",General; Physicist; Astronaut; Mission Specialist,None,,American,1958
297,187,"Wisoff, Peter J. K.",male,1958,U.S.,True,1990 NASA group,1990,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,269.0,1064.15,0.0,19.88,Peter J. K. Wisoff,United States,Man,"STS-57 (1993), STS-68 (1994), STS-81 (1997), STS-92 (2000)",4,044:08:10,Bachelor Of Science Degree In Physics (With Highest Distin; Phd; Master Of Science Degree And A Doctorate In Applied Phys; Phd ); Doctorate In Applied Physics Fromstanford Universityin 1982,"Wisoff later joined the faculty of the Electrical and Computer Engineering Department atRice University; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at
           
            Rice University; - Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; [1]
Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at Rice University",General; Physicist; Astronaut; Mission Specialist,None,,American,1958
297,187,"Wisoff, Peter J. K.",male,1958,U.S.,True,1990 NASA group,1990,4,MSP,1997,STS-81,STS-81,STS-81,STS-81,240.0,1064.15,0.0,19.88,Peter J. K. Wisoff,United States,Man,"STS-57 (1993), STS-68 (1994), STS-81 (1997), STS-92 (2000)",4,044:08:10,Bachelor Of Science Degree In Physics (With Highest Distin; Phd; Master Of Science Degree And A Doctorate In Applied Phys; Phd ); Doctorate In Applied Physics Fromstanford Universityin 1982,"Wisoff later joined the faculty of the Electrical and Computer Engineering Department atRice University; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at
           
            Rice University; - Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; [1]
Wisoff's graduate work at Stanford University (as a National Science Foundation Graduate Fellow) focused on development of short wavelength lasers; Wisoff later joined the faculty of the Electrical and Computer Engineering Department at Rice University",General; Physicist; Astronaut; Mission Specialist,None,,American,1958
